Project Reference,Project ID,Project ID Id,Id Project ID,HE/MEAS Delay Status,Firm Order Placed,Ran Priority,NIA Order Delivery (A),Transmission Delivered (A),Transmission Delivered (F),COC Uploaded,PRTC (A),PRTC (F),HE/MEAS Status,WES PSID
,P-288609,a1eTe000000O2tVIAS,a0iTe000003f3cvIAA,,,,,,,,,,,
,P-288610,a1eTe000000O2v7IAC,a0iTe000003f3eXIAQ,,,,,,,,,,,
,P-288866,a1eTe000000O2wkIAC,a0iTe000003f7VFIAY,,,,,,,,,,,
,P-288612,a1eTe000000O2yLIAS,a0iTe000003f3g9IAA,,,,,,,,,,,
,P-288663,a1eTe000000O2yMIAS,a0iTe000003f3gAIAQ,,,,,,,,,,,
,P-288707,a1eTe000000O2yNIAS,a0iTe000003f3gBIAQ,,,,,,,,,,,
,P-288613,a1eTe000000O2zxIAC,a0iTe000003f3hlIAA,,,,,,,,,,,
,P-288614,a1eTe000000O31ZIAS,a0iTe000003f3jNIAQ,,,,,,,,,,,
,P-288672,a1eTe000000O31aIAC,a0iTe000003f3jOIAQ,,,,,,,,,,,
,P-288616,a1eTe000000O33BIAS,a0iTe000003f3kzIAA,,,,,,,,,,,
,P-288620,a1eTe000000O34nIAC,a0iTe000003f3mbIAA,,,,,,,,,,,
,P-288656,a1eTe000000O34oIAC,a0iTe000003f3mcIAA,,,,,,,,,,,
,P-288666,a1eTe000000O34pIAC,a0iTe000003f3mdIAA,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288779,a1eTe000000O34qIAC,a0iTe000003f3meIAA,,,,,,,,,,,
,P-288621,a1eTe000000O36PIAS,a0iTe000003f3oDIAQ,,,,,,,,,,3.0 WTG SERVICE CONFIG,
,P-288622,a1eTe000000O381IAC,a0iTe000003f3ppIAA,,,,,,,,,,,
,P-288623,a1eTe000000O39dIAC,a0iTe000003f3rRIAQ,,,,,,,,,,,
,P-288626,a1eTe000000O3BFIA0,a0iTe000003f3t3IAA,,,,,,,,,,,
,P-288714,a1eTe000000O3BGIA0,a0iTe000003f3t4IAA,,,,,,,,,,,
,P-288629,a1eTe000000O3CrIAK,a0iTe000003f3wHIAQ,,,,,,,,,,,
,P-288635,a1eTe000000O3CsIAK,a0iTe000003f3wIIAQ,,,,,,,,,,,
,P-288632,a1eTe000000O3ETIA0,a0iTe000003f3xtIAA,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288824,a1eTe000000O3EUIA0,a0iTe000003f3xuIAA,,,,,,,,,,,
,P-288634,a1eTe000000O3G5IAK,a0iTe000003f3zVIAQ,,,,,,,,,,,
,P-288636,a1eTe000000O3HhIAK,a0iTe000003f417IAA,,,,,,,,,,,
,P-288637,a1eTe000000O3JJIA0,a0iTe000003f42jIAA,,,,,,,,,,,
,P-288682,a1eTe000000O3JKIA0,a0iTe000003f42kIAA,,,,,,,,,,,
,P-289001,a1eTe000000O3JLIA0,a0iTe000003f42lIAA,,,,,,,,,,,
,P-289094,a1eTe000000O3JMIA0,a0iTe000003f42mIAA,,,,,,,,,,,
,P-288640,a1eTe000000O3KvIAK,a0iTe000003f44LIAQ,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288745,a1eTe000000O3KwIAK,a0iTe000003f44MIAQ,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288641,a1eTe000000O3MXIA0,a0iTe000003f45xIAA,,,,,,,,,,,
,P-288643,a1eTe000000O3O9IAK,a0iTe000003f47ZIAQ,,,,,,,,,,,
,P-288645,a1eTe000000O3PlIAK,a0iTe000003exD9IAI,,,,,,,,,,,
,P-288646,a1eTe000000O3RNIA0,a0iTe000003f49BIAQ,,,,,,,,,,,
,P-288647,a1eTe000000O3SzIAK,a0iTe000003f4AnIAI,,,,,,,,,,,
,P-288648,a1eTe000000O3UbIAK,a0iTe000003exmhIAA,,,,,,,,,,,
,P-288650,a1eTe000000O3WDIA0,a0iTe000003f4CPIAY,,,,,,,,,,,
,P-288651,a1eTe000000O3XpIAK,a0iTe000003f4E1IAI,,,,,,,,,,,
,P-288653,a1eTe000000O3ZRIA0,a0iTe000003f4HFIAY,,,,,,,,,,,
,P-288654,a1eTe000000O3b3IAC,a0iTe000003f24AIAQ,,,,,,,,,,,
,P-288936,a1eTe000000O3b4IAC,a0iTe000003f24BIAQ,,,,,,,,,,,
,P-288655,a1eTe000000O3cfIAC,a0iTe000003f4IrIAI,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289034,a1eTe000000O3cgIAC,a0iTe000003f4ItIAI,,,,,,,,,,,
,P-288658,a1eTe000000O3eHIAS,a0iTe000003f4KTIAY,,,,,,,,,,,
,P-288659,a1eTe000000O3ftIAC,a0iTe000003ey6vIAA,,,,,,,,,,,
,P-288957,a1eTe000000O3fuIAC,a0iTe000003ey6wIAA,,,,,,,,,,,
,P-288660,a1eTe000000O3hVIAS,a0iTe000003f4M5IAI,,,,,,,,,,,
,P-288677,a1eTe000000O3hWIAS,a0iTe000003f4M6IAI,,,,,,,,,,,
,P-288661,a1eTe000000O3j7IAC,a0iTe000003f4NhIAI,,,,,,,,,,,
,P-288825,a1eTe000000O3j8IAC,a0iTe000003f4NiIAI,,,,,,,,,,,
,P-288664,a1eTe000000O3kjIAC,a0iTe000003f4PJIAY,,,,,,,,,,,
,P-288700,a1eTe000000O3kkIAC,a0iTe000003f4PKIAY,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288668,a1eTe000000O3mLIAS,a0iTe000003f4QvIAI,,,,,,,,,,,
,P-288918,a1eTe000000O3mMIAS,a0iTe000003f4QwIAI,,,,,,,,,,,
,P-288670,a1eTe000000O3nxIAC,a0iTe000003f4U9IAI,,,,,,,,,,,
,P-288939,a1eTe000000O3nyIAC,a0iTe000003f4UAIAY,,,,,,,,,,,
,P-288671,a1eTe000000O3pZIAS,a0iTe000003f4XNIAY,,,,,,,,,,,
,P-288722,a1eTe000000O3paIAC,a0iTe000003f4XOIAY,,,,,,,,,,,
,P-288754,a1eTe000000O3pbIAC,a0iTe000003f4XPIAY,,,,,,,,,,,
,P-288674,a1eTe000000O3rBIAS,a0iTe000003f4YzIAI,,,,,,,,,,,
,P-288817,a1eTe000000O3rCIAS,a0iTe000003f4Z0IAI,,,,,,,,,,,
,P-288675,a1eTe000000O3snIAC,a0iTe000003f4abIAA,,,,,,,,,,,
,P-288676,a1eTe000000O3uPIAS,a0iTe000003f4cDIAQ,,,,,,,,,,,
,P-288678,a1eTe000000O3w1IAC,a0iTe000003ewGVIAY,,,,,,,,,,,
,P-288680,a1eTe000000O3w2IAC,a0iTe000003ewGWIAY,,,,,,,,,,,
,P-288679,a1eTe000000O3xdIAC,a0iTe000003f4dpIAA,,,,,,,,,,,
,P-288711,a1eTe000000O3xeIAC,a0iTe000003f4dqIAA,,,,,,,,,,,
,P-288681,a1eTe000000O3zFIAS,a0iTe000003f4fRIAQ,,,,,,,,,,,
,P-288683,a1eTe000000O40rIAC,a0iTe000003eyIpIAI,,,,,,,,,,,
,P-288685,a1eTe000000O42TIAS,a0iTe000003f4h3IAA,,,,,,,,,,,
,P-289064,a1eTe000000O42UIAS,a0iTe000003f4h5IAA,,,,,,,,,,,
,P-289291,a1eTe000000O42VIAS,a0iTe000003f4h6IAA,,,,,,,,,,,
,P-288689,a1eTe000000O445IAC,a0iTe000003f4ifIAA,,,,,,,,,,,
,P-288727,a1eTe000000O446IAC,a0iTe000003f4igIAA,,,,,,,,,,,
,P-288690,a1eTe000000O45hIAC,a0iTe000003f4kHIAQ,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288840,a1eTe000000O45iIAC,a0iTe000003f4kIIAQ,,,,,,,,,,,
,P-288691,a1eTe000000O47JIAS,a0iTe000003f4ltIAA,,,,,,,,,,,
,P-288940,a1eTe000000O47KIAS,a0iTe000003f4luIAA,,,,,,,,,,,
,P-289022,a1eTe000000O47LIAS,a0iTe000003f4lvIAA,,,,,,,,,,,
,P-288692,a1eTe000000O48vIAC,a0iTe000003f4nVIAQ,,,,,,,,,,,
,P-289024,a1eTe000000O48wIAC,a0iTe000003f4o9IAA,,,,,,,,,,,
,P-289402,a1eTe000000O48xIAC,a0iTe000003f4oBIAQ,,,,,,,,,,,
,P-288694,a1eTe000000O4AXIA0,a0iTe000003f4p7IAA,,,,,,,,,,,
,P-288695,a1eTe000000O4C9IAK,a0iTe000003f4qjIAA,,,,,,,,,,,
,P-288768,a1eTe000000O4CAIA0,a0iTe000003f4qkIAA,,,,,,,,,,,
,P-288896,a1eTe000000O4CBIA0,a0iTe000003f4qlIAA,,,,,,,,,,,
,P-288696,a1eTe000000O4DlIAK,a0iTe000003f4sLIAQ,,,,,,,,,,,
,P-288697,a1eTe000000O4FNIA0,a0iTe000003f4txIAA,,,,,,,,,,,
,P-288884,a1eTe000000O4FOIA0,a0iTe000003f4tyIAA,,,,,,,,,,,
,P-289028,a1eTe000000O4FPIA0,a0iTe000003f4tzIAA,,,,,,,,,,,
,P-289049,a1eTe000000O4FQIA0,a0iTe000003f4u0IAA,,,,,,,,,,,
,P-289376,a1eTe000000O4FRIA0,a0iTe000003f4u1IAA,,,,,,,,,,,
,P-288698,a1eTe000000O4GzIAK,a0iTe000003f4VmIAI,,,,,,,,,,6.1 READY FOR MIGRATION 10GB,
,P-288766,a1eTe000000O4H0IAK,a0iTe000003f4VnIAI,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288701,a1eTe000000O4IbIAK,a0iTe000003f4vZIAQ,,,,,,,,,,,
,P-288831,a1eTe000000O4IcIAK,a0iTe000003f4vaIAA,,,,,,,,,,,
,P-288703,a1eTe000000O4KDIA0,a0iTe000003f4xBIAQ,,,,,,,,,,,
,P-288705,a1eTe000000O4LpIAK,a0iTe000003f50PIAQ,,,,,,,,,,,
,P-289023,a1eTe000000O4LqIAK,a0iTe000003f50QIAQ,,,,,,,,,,,
,P-288706,a1eTe000000O4NRIA0,a0iTe000003f521IAA,,,,,,,,,,,
,P-288747,a1eTe000000O4NSIA0,a0iTe000003f522IAA,,,,,,,,,,,
,P-288708,a1eTe000000O4P3IAK,a0iTe000003f53dIAA,,,,,,,,,,,
PX71-DHEKMIQ,P-288709,a1eTe000000O4QfIAK,a0iTe000003f55FIAQ,BT - WTG WAYLEAVE TO BE RAISED,1/30/2025,Cisco,,,10/30/2025,,,,2.0 EAD PLANNING (10GB),BTWD218477
,P-288710,a1eTe000000O4SHIA0,a0iTe000003f56rIAA,,,,,,,,,,,
,P-288856,a1eTe000000O4SIIA0,a0iTe000003f57JIAQ,,,,,,,,,,,
,P-288926,a1eTe000000O4SJIA0,a0iTe000003f57KIAQ,,,,,,,,,,,
,P-288712,a1eTe000000O4TtIAK,a0iTe000003evIuIAI,,,,,,,,,,,
,P-288842,a1eTe000000O4TuIAK,a0iTe000003evIvIAI,,,,,,,,,,,
,P-288715,a1eTe000000O4VVIA0,a0iTe000003f5A5IAI,,,,,,,,,,,
,P-288922,a1eTe000000O4VWIA0,a0iTe000003f84IIAQ,,,,,,,,,,,
,P-288716,a1eTe000000O4X7IAK,a0iTe000003f5BhIAI,,,,,,,,,,,
,P-288717,a1eTe000000O4YjIAK,a0iTe000003f5DJIAY,,,,,,,,,,,
,P-288774,a1eTe000000O4YkIAK,a0iTe000003f5DKIAY,,,,,,,,,,,
,P-288719,a1eTe000000O4aLIAS,a0iTe000003f5EvIAI,,,,,,,,,,,
,P-288849,a1eTe000000O4aMIAS,a0iTe000003f5FFIAY,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289048,a1eTe000000O4aNIAS,a0iTe000003f5FGIAY,,,,,,,,,,,
,P-288725,a1eTe000000O4bxIAC,a0iTe000003f5GXIAY,,,,,,,,,,,
,P-288728,a1eTe000000O4dZIAS,a0iTe000003f5I9IAI,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288730,a1eTe000000O4fBIAS,a0iTe000003f5JlIAI,,,,,,,,,,,
,P-288732,a1eTe000000O4gnIAC,a0iTe000003f5LNIAY,,,,,,,,,,,
,P-288733,a1eTe000000O4iPIAS,a0iTe000003f5MzIAI,,,,,,,,,,,
,P-288734,a1eTe000000O4k1IAC,a0iTe000003f5ObIAI,,,,,,,,,,,
,P-288735,a1eTe000000O4ldIAC,a0iTe000003f5QDIAY,,,,,,,,,,,
,P-288828,a1eTe000000O4leIAC,a0iTe000003f5QEIAY,,,,,,,,,,,
,P-288739,a1eTe000000O4nFIAS,a0iTe000003f5RpIAI,,,,,,,,,,,
,P-288740,a1eTe000000O4orIAC,a0iTe000003f5TRIAY,,,,,,,,,,,
,P-288741,a1eTe000000O4qTIAS,a0iTe000003f5V3IAI,,,,,,,,,,,
,P-288743,a1eTe000000O4s5IAC,a0iTe000003f5WfIAI,,,,,,,,,,,
,P-288910,a1eTe000000O4s6IAC,a0iTe000003f5WgIAI,,,,,,,,,,,
,P-288744,a1eTe000000O4thIAC,a0iTe000003f5YHIAY,,,,,,,,,,,
,P-288885,a1eTe000000O4tiIAC,a0iTe000003f5YIIAY,,,,,,,,,,,
,P-288746,a1eTe000000O4vJIAS,a0iTe000003f5ZtIAI,,,,,,,,,,,
,P-288783,a1eTe000000O4vKIAS,a0iTe000003f5ZuIAI,,,,,,,,,,,
,P-288748,a1eTe000000O4wvIAC,a0iTe000003f5bVIAQ,,,,,,,,,,,
,P-288799,a1eTe000000O4wwIAC,a0iTe000003f5bWIAQ,,,,,,,,,,,
,P-289052,a1eTe000000O4wxIAC,a0iTe000003f5bXIAQ,,,,,,,,,,,
,P-288750,a1eTe000000O4yXIAS,a0iTe000003f5d7IAA,,,,,,,,,,,
,P-288965,a1eTe000000O4yYIAS,a0iTe000003f5d8IAA,,,,,,,,,,,
,P-288753,a1eTe000000O509IAC,a0iTe000003f5hxIAA,,,,,,,,,,,
,P-288756,a1eTe000000O51lIAC,a0iTe000003f5jZIAQ,,,,,,,,,,,
,P-288758,a1eTe000000O53NIAS,a0iTe000003f5lBIAQ,,,,,,,,,,,
,P-288759,a1eTe000000O54zIAC,a0iTe000003f5mnIAA,,,,,,,,,,,
,P-288760,a1eTe000000O56bIAC,a0iTe000003f5oPIAQ,,,,,,,,,,,
,P-288762,a1eTe000000O58DIAS,a0iTe000003ex6cIAA,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288763,a1eTe000000O59pIAC,a0iTe000003evu2IAA,,,,,,,,,,,
,P-288764,a1eTe000000O5BRIA0,a0iTe000003f5rdIAA,,,,,,,,,,,
,P-289156,a1eTe000000O5BSIA0,a0iTe000003f5reIAA,,,,,,,,,,,
,P-289196,a1eTe000000O5BTIA0,a0iTe000003f5rfIAA,,,,,,,,,,,
PX71-DHKMGNK,P-288765,a1eTe000000O5D3IAK,a0iTe000003f5tFIAQ,,,,,,,,,,1.1 IN FLIGHT ORDER (E-BAND),
,P-289014,a1eTe000000O5D4IAK,a0iTe000003f5tGIAQ,,,,,,,,,,,
,P-289015,a1eTe000000O5D5IAK,a0iTe000003f5tHIAQ,,,,,,,,,,,
,P-288770,a1eTe000000O5EfIAK,a0iTe000003f5wTIAQ,,,,,,,,,,,
,P-288771,a1eTe000000O5GHIA0,a0iTe000003f5y5IAA,,,,,,,,,,,
,P-288819,a1eTe000000O5GIIA0,a0iTe000003f5y6IAA,,,,,,,,,,,
,P-288772,a1eTe000000O5HtIAK,a0iTe000003f5zhIAA,,,,,,,,,,,
,P-288777,a1eTe000000O5JVIA0,a0iTe000003f64XIAQ,,,,,,,,,,,
,P-288781,a1eTe000000O5JWIA0,a0iTe000003f64YIAQ,,,,,,,,,,,
,P-288778,a1eTe000000O5L7IAK,a0iTe000003ewENIAY,,,,,,,,,,,
,P-288782,a1eTe000000O5MjIAK,a0iTe000003f669IAA,,,,,1/28/2025,1/24/2025,,,,,
,P-288785,a1eTe000000O5OLIA0,a0iTe000003f69NIAQ,,,,,,,,,,,
,P-288786,a1eTe000000O5PxIAK,a0iTe000003f6AzIAI,,,,,,,,,,,
,P-288952,a1eTe000000O5PyIAK,a0iTe000003f6B0IAI,,,,,,,,,,,
,P-288787,a1eTe000000O5RZIA0,a0iTe000003f6CbIAI,,,,,,,,,,,
,P-289219,a1eTe000000O5RaIAK,a0iTe000003f6CcIAI,,,,,,,,,,,
,P-289285,a1eTe000000O5RbIAK,a0iTe000003f6CdIAI,,,,,,,,,,,
,P-289392,a1eTe000000O5RcIAK,a0iTe000003f6DTIAY,,,,,,,,,,,
,P-288789,a1eTe000000O5TBIA0,a0iTe000003f6FpIAI,,,,,,,,,,,
,P-288790,a1eTe000000O5UnIAK,a0iTe000003f6HRIAY,,,,,,,,,,,
,P-288791,a1eTe000000O5WPIA0,a0iTe000003eyWQIAY,,,,,,,,,,,
,P-288921,a1eTe000000O5WQIA0,a0iTe000003eyWRIAY,,,,,,,,,,,
,P-288794,a1eTe000000O5Y1IAK,a0iTe000003f6J3IAI,,,,,,,,,,,
,P-288795,a1eTe000000O5ZdIAK,a0iTe000003f6KfIAI,,,,,,,,,,,
,P-288835,a1eTe000000O5ZeIAK,a0iTe000003f6KgIAI,,,,,,,,,,,
,P-288796,a1eTe000000O5bFIAS,a0iTe000003f6MHIAY,,,,,,,,,,,
,P-288797,a1eTe000000O5crIAC,a0iTe000003eyodIAA,,,,,,,,,,,
,P-288798,a1eTe000000O5eTIAS,a0iTe000003f6NtIAI,,,,,,,,,,,
,P-288975,a1eTe000000O5eUIAS,a0iTe000003f6NuIAI,,,,,,,,,,,
,P-288801,a1eTe000000O5g5IAC,a0iTe000003ewTvIAI,,,,,,,,,,,
,P-288802,a1eTe000000O5hhIAC,a0iTe000003f6R7IAI,,,,,,,,,,,
,P-288804,a1eTe000000O5jJIAS,a0iTe000003f6SjIAI,,,,,,,,,,,
,P-288989,a1eTe000000O5jKIAS,a0iTe000003f6SkIAI,,,,,,,,,,,
,P-288806,a1eTe000000O5kvIAC,a0iTe000003f6ULIAY,,,,,,,,,,,
,P-288878,a1eTe000000O5kwIAC,a0iTe000003f6UMIAY,,,,,,,,,,,
,P-288807,a1eTe000000O5mXIAS,a0iTe000003f6VxIAI,,,,,,,,,,,
,P-288808,a1eTe000000O5o9IAC,a0iTe000003f6XZIAY,,,,,,,,,,,
,P-288810,a1eTe000000O5plIAC,a0iTe000003f5h8IAA,,,,,,,,,,,
,P-288811,a1eTe000000O5rNIAS,a0iTe000003f6ZBIAY,,,,,,,,,,,
,P-289033,a1eTe000000O5rOIAS,a0iTe000003f6ZCIAY,,,,,,,,,,,
,P-289177,a1eTe000000O5rPIAS,a0iTe000003f6ZDIAY,,,,,,,,,,,
,P-289356,a1eTe000000O5rQIAS,a0iTe000003f6ZEIAY,,,,,,,,,,,
,P-288812,a1eTe000000O5szIAC,a0iTe000003f6anIAA,,,,,,,,,,,
,P-288902,a1eTe000000O5t0IAC,a0iTe000003f6bXIAQ,,,,,,,,,,,
,P-288816,a1eTe000000O5ubIAC,a0iTe000003f6e1IAA,,,,,,,,,,,
,P-288827,a1eTe000000O5ucIAC,a0iTe000003f6e2IAA,,,,,,,,,,,
,P-288818,a1eTe000000O5wDIAS,a0iTe000003f6fdIAA,,,,,,,,,,,
,P-288821,a1eTe000000O5xpIAC,a0iTe000003f6hFIAQ,,,,,,,,,,,
,P-288822,a1eTe000000O5zRIAS,a0iTe000003f6EyIAI,,,,,,,,,,,
,P-288826,a1eTe000000O613IAC,a0iTe000003f6kTIAQ,,,,,,,,,,,
,P-288829,a1eTe000000O62fIAC,a0iTe000003f6m5IAA,,,,,,,,,,,
,P-288830,a1eTe000000O64HIAS,a0iTe000003f6nhIAA,,,,,,,,,,,
,P-288832,a1eTe000000O65tIAC,a0iTe000003f6pJIAQ,,,,,,,,,,,
,P-288834,a1eTe000000O67VIAS,a0iTe000003f6sXIAQ,,,,,,,,,,,
,P-288837,a1eTe000000O697IAC,a0iTe000003f6vlIAA,,,,,,,,,,,
,P-288838,a1eTe000000O6AjIAK,a0iTe000003f6xNIAQ,,,,,,,,,,,
,P-288839,a1eTe000000O6CLIA0,a0iTe000003f6yzIAA,,,,,,,,,,,
,P-288841,a1eTe000000O6DxIAK,a0iTe000003f70bIAA,,,,,,,,,,,
,P-288845,a1eTe000000O6DyIAK,a0iTe000003f70cIAA,,,,,,,,,,,
,P-288843,a1eTe000000O6FZIA0,a0iTe000003f73pIAA,,,,,,,,,,,
,P-288846,a1eTe000000O6HBIA0,a0iTe000003f773IAA,,,,,,,,,,,
,P-288847,a1eTe000000O6InIAK,a0iTe000003f78fIAA,,,,,,,,,,,
,P-288848,a1eTe000000O6KPIA0,a0iTe000003f7BtIAI,,,,,,,,,,,
,P-289115,a1eTe000000O6KQIA0,a0iTe000003f7CVIAY,,,,,,,,,,,
,P-288850,a1eTe000000O6M1IAK,a0iTe000003f7DVIAY,,,,,,,,,,,
,P-288851,a1eTe000000O6NdIAK,a0iTe000003f7F7IAI,,,,,,,,,,,
,P-288905,a1eTe000000O6NeIAK,a0iTe000003f7F8IAI,,,,,,,,,,,
,P-288949,a1eTe000000O6NfIAK,a0iTe000003f7F9IAI,,,,,,,,,,,
,P-288854,a1eTe000000O6PFIA0,a0iTe000003f7GjIAI,,,,,,,,,,,
,P-288859,a1eTe000000O6QrIAK,a0iTe000003f7LZIAY,,,,,,,,,,,
,P-288863,a1eTe000000O6STIA0,a0iTe000003f7OnIAI,,,,,,,,,,,
,P-288865,a1eTe000000O6U5IAK,a0iTe000003f7S1IAI,,,,,,,,,,,
,P-288868,a1eTe000000O6VhIAK,a0iTe000003f7WrIAI,,,,,,,,,,,
,P-289306,a1eTe000000O6ViIAK,a0iTe000003f7WsIAI,,,,,,,,,,,
,P-289333,a1eTe000000O6VjIAK,a0iTe000003f7WtIAI,,,,,,,,,,,
,P-289341,a1eTe000000O6VkIAK,a0iTe000003f7WuIAI,,,,,,,,,,,
,P-288871,a1eTe000000O6XJIA0,a0iTe000003f7YTIAY,,,,,,,,,,,
,P-288942,a1eTe000000O6XKIA0,a0iTe000003f7YUIAY,,,,,,,,,,,
,P-288872,a1eTe000000O6YvIAK,a0iTe000003f7bhIAA,,,,,,,,,,,
,P-288876,a1eTe000000O6aXIAS,a0iTe000003f7gXIAQ,,,,,,,,,,,
,P-288941,a1eTe000000O6aYIAS,a0iTe000003f7gYIAQ,,,,,,,,,,,
,P-289060,a1eTe000000O6aZIAS,a0iTe000003f7gZIAQ,,,,,,,,,,,
,P-288877,a1eTe000000O6c9IAC,a0iTe000003f7i9IAA,,,,,,,,,,,
,P-289328,a1eTe000000O6cAIAS,a0iTe000003f7itIAA,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289330,a1eTe000000O6cBIAS,a0iTe000003f7iuIAA,,,,,,,,,,,
,P-288880,a1eTe000000O6dlIAC,a0iTe000003f3MoIAI,,,,,,,,,,,
,P-288919,a1eTe000000O6dmIAC,a0iTe000003f3MpIAI,,,,,,,,,,,
,P-288881,a1eTe000000O6fNIAS,a0iTe000003f7lNIAQ,,,,,,,,,,,
,P-288882,a1eTe000000O6gzIAC,a0iTe000003f7mzIAA,,,,,,,,,,,
,P-288883,a1eTe000000O6ibIAC,a0iTe000003eyPaIAI,,,,,,,,,,,
,P-289017,a1eTe000000O6icIAC,a0iTe000003eyPbIAI,,,,,,,,,,,
,P-288887,a1eTe000000O6kDIAS,a0iTe000003f7obIAA,,,,,,,,,,,
,P-289187,a1eTe000000O6kEIAS,a0iTe000003f7ocIAA,,,,,,,,,,,
,P-289358,a1eTe000000O6kFIAS,a0iTe000003f7odIAA,,,,,,,,,,,
,P-288888,a1eTe000000O6lpIAC,a0iTe000003f7qDIAQ,,,,,,,,,,,
,P-288890,a1eTe000000O6nRIAS,a0iTe000003f7rpIAA,,,,,,,,,,,
,P-288891,a1eTe000000O6p3IAC,a0iTe000003f7tRIAQ,,,,,,,,,,,
,P-288893,a1eTe000000O6qfIAC,a0iTe000003ewgfIAA,,,,,,,,,,,
,P-288894,a1eTe000000O6sHIAS,a0iTe000003f7v3IAA,,,,,,,,,,,
,P-288895,a1eTe000000O6ttIAC,a0iTe000003f7wfIAA,,,,,,,,,,,
,P-288897,a1eTe000000O6vVIAS,a0iTe000003f7ztIAA,,,,,,,,,,,
,P-288976,a1eTe000000O6vWIAS,a0iTe000003f7zuIAA,,,,,,,,,,,
,P-288906,a1eTe000000O6yjIAC,a0iTe000003f86LIAQ,,,,,,,,,,,
,P-288907,a1eTe000000O70LIAS,a0iTe000003f87xIAA,,,,,,,,,,,
,P-289347,a1eTe000000O70MIAS,a0iTe000003f87yIAA,,,,,,,,,,,
,P-288909,a1eTe000000O71xIAC,a0iTe000003f8BBIAY,,,,,,,,,,,
,P-288914,a1eTe000000O73ZIAS,a0iTe000003f8EPIAY,,,,,,,,,,,
,P-288915,a1eTe000000O75BIAS,a0iTe000003f8G1IAI,,,,,,,,,,,
,P-288916,a1eTe000000O76nIAC,a0iTe000003f8HdIAI,,,,,,,,,,,
,P-288917,a1eTe000000O78PIAS,a0iTe000003f8JFIAY,,,,,,,,,,,
,P-288924,a1eTe000000O7A1IAK,a0iTe000003f7KTIAY,,,,,,,,,,,
,P-288969,a1eTe000000O7A2IAK,a0iTe000003f7KUIAY,,,,,,,,,,,
,P-288925,a1eTe000000O7BdIAK,a0iTe000003f8KrIAI,,,,,,,,,,,
,P-288928,a1eTe000000O7DFIA0,a0iTe000003f8MTIAY,,,,,,,,,,,
,P-288929,a1eTe000000O7ErIAK,a0iTe000003f8O5IAI,,,,,,,,,,,
,P-288931,a1eTe000000O7GTIA0,a0iTe000003f8PhIAI,,,,,,,,,,,
,P-288932,a1eTe000000O7I5IAK,a0iTe000003f8SvIAI,,,,,,,,,,,
,P-288933,a1eTe000000O7JhIAK,a0iTe000003f8W9IAI,,,,,,,,,,,
,P-288934,a1eTe000000O7LJIA0,a0iTe000003f8XlIAI,,,,,,,,,,,
,P-288935,a1eTe000000O7MvIAK,a0iTe000003f8ZNIAY,,,,,,,,,,,
,P-288943,a1eTe000000O7OXIA0,a0iTe000003f8AaIAI,,,,,,,,,,,
,P-288944,a1eTe000000O7RlIAK,a0iTe000003f8cbIAA,,,,,,,,,,,
,P-288946,a1eTe000000O7TNIA0,a0iTe000003f5qkIAA,,,,,,,,,,,
,P-288948,a1eTe000000O7UzIAK,a0iTe000003f8hRIAQ,,,,,,,,,,,
,P-288951,a1eTe000000O7WbIAK,a0iTe000003f8kfIAA,,,,,,,,,,,
,P-289061,a1eTe000000O7WcIAK,a0iTe000003f8kgIAA,,,,,,,,,,,
,P-288953,a1eTe000000O7YDIA0,a0iTe000003f8mHIAQ,,,,,,,,,,,
,P-288954,a1eTe000000O7ZpIAK,a0iTe000003f8ntIAA,,,,,,,,,,,
,P-289149,a1eTe000000O7ZqIAK,a0iTe000003f8nuIAA,,,,,,,,,,,
,P-288955,a1eTe000000O7bRIAS,a0iTe000003f6jeIAA,,,,,,,,,,,
,P-288956,a1eTe000000O7d3IAC,a0iTe000003f8pVIAQ,,,,,,,,,,,
,P-288959,a1eTe000000O7efIAC,a0iTe000003f76OIAQ,,,,,,,,,,2.2 EAD NTE (10GB),
,P-288981,a1eTe000000O7egIAC,a0iTe000003f76PIAQ,,,,,,,,,,,
,P-288960,a1eTe000000O7gHIAS,a0iTe000003f8r7IAA,,,,,,,,,,,
,P-288961,a1eTe000000O7htIAC,a0iTe000003f8sjIAA,,,,,,,,,,,
,P-288962,a1eTe000000O7jVIAS,a0iTe000003f8uLIAQ,,,,,,,,,,,
