Project Reference,Project ID,Project ID Id,Id Project ID,HE/MEAS Delay Status,Firm Order Placed,Ran Priority,NIA Order Delivery (A),Transmission Delivered (A),Transmission Delivered (F),COC Uploaded,PRTC (A),PRTC (F),HE/MEAS Status,WES PSID
PX71-SG-CKIHHKL,P-192120,a1e4J000000CK2YQAW,a0i4J0000023SNDQA2,NONE,5/14/2020,Huawei,,8/3/2020,,5/17/2022,12/11/2020,,7.0 COMPLETED (10GB),BTWD209592
PX71-SG-CKIIIPK,P-192121,a1e4J000000CK2ZQAW,a0i4J0000023SNEQA2,NONE,8/7/2019,Huawei,,1/29/2020,,8/10/2022,12/11/2020,,7.0 COMPLETED (10GB),BTWD207599
PX71-SG-CKIHLOK,P-192122,a1e4J000000CK2aQAG,a0i4J0000023SNFQA2,,10/21/2019,Nokia Compact,,1/9/2020,,7/8/2022,9/13/2019,,7.0 COMPLETED (10GB),BTWD208499
PX71-SG-CKIIIOH,P-192123,a1e4J000000CK2bQAG,a0i4J0000023SNGQA2,NONE,8/23/2019,Nokia Compact,,1/29/2021,,1/29/2021,9/26/2019,,7.0 COMPLETED (10GB),BTWD207721
PX71-SG-CKJJIKK,P-192124,a1e4J000000CK2cQAG,a0i4J0000023SNHQA2,,3/27/2020,Nokia Compact,,9/29/2023,,,9/26/2019,,7.0 COMPLETED (10GB),BTWD215472
PX71-SG-CKIHJIK,P-192155,a1e4J000000CK2dQAG,a0i4J0000023SNmQAM,NONE,5/6/2020,Nokia Compact,,9/7/2020,,4/26/2022,9/17/2019,,7.0 COMPLETED (10GB),BTWD209546
PX71-SG-CKJJKJK,P-192157,a1e4J000000CK2fQAG,a0i4J0000023SNoQAM,,5/19/2020,Nokia Compact,,12/6/2023,,,9/17/2019,,7.0 COMPLETED (10GB),BTWD215083
,P-192158,a1e4J000000CK2gQAG,a0i4J0000023SNpQAM,,,,,,,,,,1.3 CRF TO BE SUBMITTED (Fluid) (10GB),
PX71-SG-CKIIFMK,P-192159,a1e4J000000CK2hQAG,a0i4J0000023SNqQAM,,8/7/2019,Huawei,,2/18/2020,,2/18/2020,3/22/2019,,7.0 COMPLETED (10GB),BTWD207577
PX71-SG-CKIJGGH,P-192160,a1e4J000000CK2iQAG,a0i4J0000023SNrQAM,,4/29/2019,Nokia Compact,,3/24/2020,,3/24/2020,2/26/2020,,7.0 COMPLETED (10GB),BTWD206652
,P-192161,a1e4J000000CK2jQAG,a0i4J0000023SNsQAM,,9/11/2019,,,,,,,,2.0 EAD PLANNING (10GB),
PX71-SG-CKIGNOP,P-192162,a1e4J000000CK2kQAG,a0i4J0000023SNtQAM,NONE,5/20/2020,Huawei,,8/16/2021,,8/16/2021,9/25/2019,,7.0 COMPLETED (10GB),BTWD209823
PX71-SG-CKJJMOJ,P-192163,a1e4J000000CK2lQAG,a0i4J0000023SNuQAM,BT - CIVILS TO BE PROGRAMMED,8/6/2019,Nokia Compact,,,11/30/2025,,3/22/2019,,2.0A EAD CIVILS (10GB),BTWD214982
PX71-SG-CKIGMIO,P-192164,a1e4J000000CK2mQAG,a0i4J0000023SNvQAM,NONE,5/19/2020,Nokia Compact,,9/10/2020,,9/10/2020,,,7.0 COMPLETED (10GB),BTWD209705
PX71-SG-CKIHJJQ,P-192125,a1e4J000000CK2nQAG,a0i4J0000023SNIQA2,NONE,5/20/2020,Nokia Compact,,11/17/2020,,11/17/2020,12/7/2020,,7.0 COMPLETED (10GB),BTWD209812
PX71-SG-CKHNHHM,P-192126,a1e4J000000CK2oQAG,a0i4J0000023SNJQA2,,4/29/2022,Nokia Small,,1/4/2023,,,9/26/2019,,7.0 COMPLETED (10GB),BTWD213723
PX71-SG-CKIGMJN,P-192127,a1e4J000000CK2pQAG,a0i4J0000023SNKQA2,,4/9/2020,Nokia Compact,,10/8/2020,,10/8/2020,7/27/2021,,7.0 COMPLETED (10GB),BTWD209317
PX71-SG-CKIGMJK,P-192128,a1e4J000000CK2qQAG,a0i4J0000023SNLQA2,NONE,4/2/2020,Huawei,,7/29/2020,,3/30/2021,7/27/2021,,7.0 COMPLETED (10GB),BTWD209194
PX71-SG-CKJJGMI,P-192130,a1e4J000000CK2sQAG,a0i4J0000023SNNQA2,,5/20/2020,Nokia Compact,,1/15/2024,,,12/7/2020,,7.0 COMPLETED (10GB),BTWD209743
PX71-SG-CKIGOIQ,P-192131,a1e4J000000CK2tQAG,a0i4J0000023SNOQA2,NONE,5/6/2020,Nokia Compact,,7/1/2020,,8/10/2022,12/7/2020,,7.0 COMPLETED (10GB),BTWD209614
PX71-SG-CKJJGMJ,P-192132,a1e4J000000CK2uQAG,a0i4J0000023SNPQA2,,,,,,,,,,,BTWD210054
PX71-SG-CKIIIOL,P-192133,a1e4J000000CK2vQAG,a0i4J0000023SNQQA2,NONE,7/31/2019,Nokia Compact,,2/7/2020,,2/9/2020,12/7/2020,,7.0 COMPLETED (10GB),BTWD207522
PX71-SG-CKIHGIJ,P-192134,a1e4J000000CK2wQAG,a0i4J0000023SNRQA2,,5/29/2020,Nokia Compact,,7/31/2020,,7/31/2020,6/22/2021,,7.0 COMPLETED (10GB),BTWD209935
PX71-SG-CKIGLMI,P-192165,a1e4J000000CK2xQAG,a0i4J0000023SNwQAM,NONE,5/21/2020,Nokia Compact,,11/9/2020,,11/9/2020,3/22/2019,,7.0 COMPLETED (10GB),BTWD209862
PX71-SG-CKIHJII,P-192166,a1e4J000000CK2yQAG,a0i4J0000023SNxQAM,,5/20/2020,Nokia Compact,,9/18/2020,,9/18/2020,7/14/2021,,7.0 COMPLETED (10GB),BTWD209744
PX71-SG-CKIHJIM,P-192168,a1e4J000000CK30QAG,a0i4J0000023SNzQAM,NONE,5/20/2020,Nokia Compact,,5/19/2021,,6/22/2021,7/14/2021,,7.0 COMPLETED (10GB),BTWD210741
PX71-SG-CKIGJIK,P-192169,a1e4J000000CK31QAG,a0i4J0000023SO0QAM,NONE,5/27/2020,Nokia Compact,,3/2/2021,,3/2/2021,1/28/2021,,7.0 COMPLETED (10GB),BTWD209875
PX71-SG-CKIIOOL,P-192170,a1e4J000000CK32QAG,a0i4J0000023SO1QAM,BT - WTG MAN0074,5/20/2019,Nokia Compact,,9/25/2019,,9/25/2019,11/28/2018,,7.0 COMPLETED (10GB),BTWD206794
PX71-SG-CKIJJMH,P-192171,a1e4J000000CK33QAG,a0i4J0000023SO2QAM,NONE,12/27/2018,Nokia Compact,,11/18/2020,,11/18/2020,7/5/2019,,7.0 COMPLETED (10GB),BTWD206081
PX71-SG-CKIJOJM,P-192172,a1e4J000000CK34QAG,a0i4J0000023SO3QAM,NONE,9/12/2018,Nokia Compact,,8/16/2021,,8/16/2021,11/14/2019,,7.0 COMPLETED (10GB),BTWD208826
PX71-SG-CKIJJMQ,P-192173,a1e4J000000CK35QAG,a0i4J0000023SO4QAM,BT - CANC DUE TO DELAY TO BE RE-ORDERED,1/25/2019,Huawei,,7/27/2019,,7/27/2019,7/5/2019,,7.0 COMPLETED (10GB),BTWD206257
PX71-SG-CKIJONI,P-192174,a1e4J000000CK36QAG,a0i4J0000023SO5QAM,NONE,9/3/2018,Nokia Compact,,4/20/2019,,4/20/2019,3/29/2019,,7.0 COMPLETED (10GB),BTWD205537
PX71-SG-CKIGOJM,P-192135,a1e4J000000CK37QAG,a0i4J0000023SNSQA2,NONE,5/28/2020,Nokia Compact,,9/23/2020,,9/23/2020,12/7/2020,,7.0 COMPLETED (10GB),BTWD209931
PX71-SG-CKIHHKM,P-192136,a1e4J000000CK38QAG,a0i4J0000023SNTQA2,NONE,5/18/2020,Huawei,,4/16/2021,,4/20/2021,12/7/2020,,7.0 COMPLETED (10GB),BTWD209642
,P-192137,a1e4J000000CK39QAG,a0i4J0000023SNUQA2,,,,,,,,,,1.3 CRF TO BE SUBMITTED (Fluid) (10GB),
PX71-SG-CKJJJIQ,P-192138,a1e4J000000CK3AQAW,a0i4J0000023SNVQA2,,4/24/2020,Nokia Compact,,8/15/2023,,,12/7/2020,,7.0 COMPLETED (10GB),BTWD209458
PX71-SG-CKIHJIN,P-192139,a1e4J000000CK3BQAW,a0i4J0000023SNWQA2,NONE,5/21/2020,Nokia Compact,,4/30/2021,,4/30/2021,4/1/2021,,7.0 COMPLETED (10GB),BTWD209764
,P-192140,a1e4J000000CK3CQAW,a0i4J0000023SNXQA2,,,,,,,,,,,
PX71-SG-CKJJGHK,P-192142,a1e4J000000CK3EQAW,a0i4J0000023SNZQA2,CUST - OTHER,6/8/2020,Cisco,,,7/11/2025,,5/7/2021,,1.7 WTG RE-RAISE,BTWD217587
PX71-SG-CKIHFKM,P-192143,a1e4J000000CK3FQAW,a0i4J0000023SNaQAM,NONE,5/5/2020,Huawei,,3/14/2022,,3/17/2022,7/21/2021,,7.0 COMPLETED (10GB),BTWD209539
PX71-SG-CKIHFOK,P-192144,a1e4J000000CK3GQAW,a0i4J0000023SNbQAM,,6/3/2020,Huawei,,11/20/2020,,11/20/2020,11/16/2020,,7.0 COMPLETED (10GB),BTWD210071
PX71-SG-CKIHLGK,P-192195,a1e4J000000CK3HQAW,a0i4J0000023SOQQA2,NONE,6/19/2020,Nokia Compact,,1/22/2021,,1/22/2021,11/7/2018,,7.0 COMPLETED (10GB),BTWD210210
PX71-SG-CKIJMHH,P-192196,a1e4J000000CK3IQAW,a0i4J0000023SORQA2,NONE,11/27/2018,Huawei,,3/23/2020,,2/25/2022,6/14/2019,,7.0 COMPLETED (10GB),BTWD206029
PX71-SG-CKIJGNH,P-192197,a1e4J000000CK3JQAW,a0i4J0000023SOSQA2,NONE,11/21/2019,Huawei,,8/31/2021,,9/1/2021,8/29/2019,,7.0 COMPLETED (10GB),BTWD211877
PX71-SG-CKJKFHN,P-192198,a1e4J000000CK3KQAW,a0i4J0000023SOTQA2,1ST PARTY WAYLEAVE PERMISSIONS,2/18/2020,Cisco,,,3/31/2026,,11/14/2019,,2.0 EAD PLANNING (10GB),BTWD217635
PX71-SG-CKJKFJP,P-192199,a1e4J000000CK3LQAW,a0i4J0000023SOUQA2,1ST PARTY WAYLEAVE PERMISSIONS,5/14/2018,Huawei,,,,,,,2.0 EAD PLANNING (10GB),ONEA43513459
PX71-SG-CKIHFIM,P-192200,a1e4J000000CK3MQAW,a0i4J0000023SOVQA2,NONE,,E-Band,,1/14/2021,,,,,7.0 COMPLETED 10GB (E-BAND),
PX71-SG-CKIINHK,P-192201,a1e4J000000CK3NQAW,a0i4J0000023SOWQA2,NONE,6/26/2019,Nokia Compact,,12/9/2019,,3/11/2021,3/22/2019,,7.0 COMPLETED (10GB),BTWD207169
PX71-SG-CKIINGN,P-192202,a1e4J000000CK3OQAW,a0i4J0000023SOXQA2,NONE,6/15/2019,Nokia Compact,,11/27/2020,,3/29/2021,7/5/2019,,7.0 COMPLETED (10GB),BTWD207039
PX71-SG-CKIIMOH,P-192203,a1e4J000000CK3PQAW,a0i4J0000023SOYQA2,NONE,6/14/2019,Huawei,,12/5/2019,,12/5/2019,4/18/2019,,7.0 COMPLETED (10GB),BTWD207024
PX71-SG-CKIJGOJ,P-192204,a1e4J000000CK3QQAW,a0i4J0000023SOZQA2,,4/10/2019,Huawei,,12/9/2019,,10/5/2020,3/22/2019,,7.0 COMPLETED (10GB),BTWD206605
PX71-SG-CKIKFGK,P-192175,a1e4J000000CK3RQAW,a0i4J0000023SO6QAM,NONE,9/3/2018,Nokia Compact,,4/6/2019,,4/6/2019,3/14/2019,,7.0 COMPLETED (10GB),BTWD205539
PX71-SG-CKIJOLQ,P-192176,a1e4J000000CK3SQAW,a0i4J0000023SO7QAM,,9/13/2018,Huawei,,3/11/2020,,2/27/2021,11/28/2018,,7.0 COMPLETED (10GB),BTWD205662
PX71-SG-CKIJKOH,P-192177,a1e4J000000CK3TQAW,a0i4J0000023SO8QAM,NONE,12/4/2018,Nokia Compact,,2/12/2021,,2/12/2021,6/7/2019,,7.0 COMPLETED (10GB),BTWD205993
PX71-SG-CKIJKPK,P-192178,a1e4J000000CK3UQAW,a0i4J0000023SO9QAM,NONE,12/4/2018,Nokia Compact,,6/30/2020,,6/30/2020,5/8/2019,,7.0 COMPLETED (10GB),BTWD205996
PX71-SG-CKJEMOH,P-192179,a1e4J000000CK3VQAW,a0i4J0000023SOAQA2,NONE,,Huawei,,9/26/2019,,9/30/2019,3/29/2019,,7.0 COMPLETED SMEAS 10GB,ONEA58032640
PX71-SG-CKIJFLJ,P-192180,a1e4J000000CK3WQAW,a0i4J0000023SOBQA2,NONE,5/31/2019,Huawei,,8/21/2020,,8/24/2020,1/25/2019,,7.0 COMPLETED (10GB),BTWD206850
PX71-SG-CKIJLLJ,P-192181,a1e4J000000CK3XQAW,a0i4J0000023SOCQA2,NONE,11/20/2018,Nokia Compact,,6/20/2019,,7/26/2019,7/5/2019,,7.0 COMPLETED (10GB),BTWD205918
PX71-SG-CKJJONJ,P-192182,a1e4J000000CK3YQAW,a0i4J0000023SODQA2,1ST PARTY WAYLEAVE PERMISSIONS,12/13/2018,Cisco,,,10/31/2025,,6/7/2019,,2.0 EAD PLANNING (10GB),BTWD217199
PX71-SG-CKIJOMH,P-192183,a1e4J000000CK3ZQAW,a0i4J0000023SOEQA2,NONE,9/12/2018,Huawei,,5/21/2019,,5/21/2019,3/29/2019,,7.0 COMPLETED (10GB),BTWD205571
PX71-SG-CKIIFMJ,P-192205,a1e4J000000CK3bQAG,a0i4J0000023SOaQAM,NONE,8/30/2019,Nokia Compact,,8/11/2020,,8/11/2020,6/7/2019,,7.0 COMPLETED (10GB),BTWD207756
PX71-SG-CKIIMIK,P-192206,a1e4J000000CK3cQAG,a0i4J0000023SObQAM,,9/13/2019,Huawei,,6/5/2020,,11/8/2021,6/14/2019,,7.0 COMPLETED (10GB),BTWD207969
PX71-SG-CKIIMNO,P-192207,a1e4J000000CK3dQAG,a0i4J0000023SOcQAM,,9/17/2019,Nokia Compact,,11/12/2019,,11/12/2019,5/14/2019,,7.0 COMPLETED (10GB),BTWD208112
PX71-SG-CKIILMN,P-192208,a1e4J000000CK3eQAG,a0i4J0000023SOdQAM,NONE,6/26/2019,Huawei,,9/10/2019,,9/10/2019,4/12/2019,,7.0 COMPLETED (10GB),BTWD207180
PX71-SG-CKIIHIL,P-192209,a1e4J000000CK3fQAG,a0i4J0000023SOeQAM,NONE,9/9/2019,Nokia Compact,,1/20/2020,,2/23/2021,3/22/2019,,7.0 COMPLETED (10GB),BTWD207952
PX71-SG-CKIJNML,P-192210,a1e4J000000CK3gQAG,a0i4J0000023SOfQAM,NONE,11/1/2018,Nokia Compact,,5/17/2019,,9/2/2021,5/7/2019,,7.0 COMPLETED (10GB),BTWD205762
PX71-SG-CKIJMOJ,P-192211,a1e4J000000CK3hQAG,a0i4J0000023SOgQAM,,11/20/2018,Nokia Compact,,4/6/2019,,4/13/2022,3/1/2019,,7.0 COMPLETED (10GB),BTWD205868
PX71-SG-CKIJHKN,P-192212,a1e4J000000CK3iQAG,a0i4J0000023SOhQAM,NONE,9/19/2019,Huawei,,1/17/2020,,1/19/2020,2/26/2020,,7.0 COMPLETED (10GB),BTWD208145
PX71-SG-CKJEOPN,P-192213,a1e4J000000CK3jQAG,a0i4J0000023SOiQAM,NONE,,Huawei,,5/4/2018,,4/9/2019,7/5/2019,,7.0 COMPLETED SMEAS 10GB,ONEA39696944
PX71-SG-CKIJJLM,P-192214,a1e4J000000CK3kQAG,a0i4J0000023SOjQAM,NONE,4/6/2019,Huawei,,8/27/2019,,8/27/2019,8/14/2019,,7.0 COMPLETED (10GB),BTWD206570
PX71-SG-CKIIGNM,P-192245,a1e4J000000CK3lQAG,a0i4J0000023SPEQA2,,9/23/2019,Nokia Compact,,11/22/2019,,11/22/2019,1/25/2019,,7.0 COMPLETED (10GB),BTWD208093
,P-192246,a1e4J000000CK3mQAG,a0i4J0000023SPFQA2,,9/5/2018,,,,,,,,,BTWD205555
PX71-SG-CKIKFGM,P-192247,a1e4J000000CK3nQAG,a0i4J0000023SPGQA2,,9/8/2018,Nokia Compact,,2/11/2020,,3/12/2021,1/21/2019,,7.0 COMPLETED (10GB),BTWD205562
PX71-SG-CKIJKJH,P-192248,a1e4J000000CK3oQAG,a0i4J0000023SPHQA2,NONE,10/15/2019,Nokia Compact,,6/25/2021,,6/25/2021,7/5/2019,,7.0 COMPLETED (10GB),BTWD208434
PX71-SG-CKIHKLL,P-192250,a1e4J000000CK3qQAG,a0i4J0000023SPJQA2,,10/30/2019,Huawei,,12/5/2019,,6/6/2022,5/24/2019,,7.0 COMPLETED (10GB),BTWD208527
PX71-SG-CKIIOLI,P-192251,a1e4J000000CK3rQAG,a0i4J0000023SPKQA2,NONE,5/28/2019,Nokia Compact,,1/9/2020,,12/9/2020,5/17/2019,,7.0 COMPLETED (10GB),BTWD206825
PX71-SG-CKIHLMO,P-192252,a1e4J000000CK3sQAG,a0i4J0000023SPLQA2,,10/14/2019,Nokia Compact,,5/12/2020,,5/12/2020,3/2/2020,,7.0 COMPLETED (10GB),BTWD208397
PX71-SG-CKIJNLL,P-192254,a1e4J000000CK3uQAG,a0i4J0000023SPNQA2,,10/27/2018,Nokia Compact,,1/30/2020,,1/30/2020,11/28/2018,,7.0 COMPLETED (10GB),BTWD205730
PX71-SG-CKJJMPN,P-192215,a1e4J000000CK3vQAG,a0i4J0000023SOkQAM,CUST - Cancellation Pending,7/31/2019,Huawei,,,,,9/4/2019,,1.7 WTG RE-RAISE,
PX71-SG-CKIIOJN,P-192216,a1e4J000000CK3wQAG,a0i4J0000023SOlQAM,NONE,6/14/2019,Nokia Compact,,10/3/2019,,5/27/2022,4/18/2019,,7.0 COMPLETED (10GB),BTWD207048
PX71-SG-CKIJFNL,P-192217,a1e4J000000CK3xQAG,a0i4J0000023SOmQAM,NONE,5/31/2019,Nokia Compact,,8/16/2019,,8/16/2019,5/8/2019,,7.0 COMPLETED (10GB),BTWD206853
PX71-SG-CKJJOJL,P-192218,a1e4J000000CK3yQAG,a0i4J0000023SOnQAM,BT - WTG FIBRE PTO,5/1/2019,Cisco,,,10/31/2025,,2/26/2020,,2.2 EAD NTE (10GB),BTWD218495
PX71-SG-CKIJLNQ,P-192219,a1e4J000000CK3zQAG,a0i4J0000023SOoQAM,NONE,11/25/2018,Huawei,,9/6/2019,,7/6/2022,9/4/2019,,7.0 COMPLETED (10GB),BTWD205888
PX71-SG-CKJKFGI,P-192220,a1e4J000000CK40QAG,a0i4J0000023SOpQAM,F&T SCHEDULED,9/13/2019,Huawei,,9/13/2022,,,11/14/2019,,7.0 COMPLETED (10GB),BTWD213664
PX71-SG-CKIHLHM,P-192221,a1e4J000000CK41QAG,a0i4J0000023SOqQAM,NONE,11/12/2019,Nokia Compact,,1/13/2020,,1/13/2020,9/19/2019,,7.0 COMPLETED (10GB),BTWD208591
PX71-SG-CKILJNK,P-192222,a1e4J000000CK42QAG,a0i4J0000023SOrQAM,NONE,7/19/2019,Huawei,,9/26/2019,,9/26/2019,,,SITE DECOMISSIONED,BTWD207393
PX71-SG-CKJKFIL,P-192223,a1e4J000000CK43QAG,a0i4J0000023SOsQAM,WTG ORDER,1/5/2021,Nokia,,,,,,,2.0 EAD PLANNING (10GB),BTWD207810
PX71-SG-CKJENOJ,P-192224,a1e4J000000CK44QAG,a0i4J0000023SOtQAM,NONE,,Huawei,,7/11/2018,,3/30/2019,11/28/2018,,7.0 COMPLETED SMEAS 10GB,ONEA46056150
,P-192185,a1e4J000000CK45QAG,a0i4J0000023SOGQA2,,10/10/2019,,,,1/30/2021,,,,2.0 EAD PLANNING (10GB),BTWD208420
PX71-SG-CKIINPJ,P-192186,a1e4J000000CK46QAG,a0i4J0000023SOHQA2,NONE,9/10/2019,Nokia Compact,,12/5/2019,,12/5/2019,2/4/2019,,7.0 COMPLETED (10GB),BTWD207957
PX71-SG-CKIJKJN,P-192187,a1e4J000000CK47QAG,a0i4J0000023SOIQA2,NONE,10/30/2019,Huawei,,7/4/2022,,6/23/2022,7/12/2019,,7.0 COMPLETED (10GB),BTWD210688
PX71-SG-CKIHNOI,P-192188,a1e4J000000CK48QAG,a0i4J0000023SOJQA2,,10/16/2019,Nokia Compact,,1/30/2020,,1/30/2020,9/27/2019,,7.0 COMPLETED (10GB),BTWD208455
PX71-SG-CKIJJJO,P-192189,a1e4J000000CK49QAG,a0i4J0000023SOKQA2,NONE,10/25/2019,Huawei,,11/11/2021,,11/11/2021,5/24/2019,,7.0 COMPLETED (10GB),BTWD210522
PX71-SG-CKIGIIO,P-192190,a1e4J000000CK4AQAW,a0i4J0000023SOLQA2,NONE,4/14/2021,Nokia,,2/16/2022,,2/16/2022,5/24/2019,,7.0 COMPLETED (10GB),BTWD211480
PX71-SG-CKIIGLM,P-192191,a1e4J000000CK4BQAW,a0i4J0000023SOMQA2,NONE,8/9/2019,Huawei,,11/29/2019,,11/29/2019,6/7/2019,,7.0 COMPLETED (10GB),BTWD207607
PX71-SG-CKIJLIQ,P-192192,a1e4J000000CK4CQAW,a0i4J0000023SONQA2,NONE,9/13/2019,Nokia Compact,,11/29/2019,,1/14/2022,7/12/2019,,7.0 COMPLETED (10GB),BTWD207977
PX71-SG-CKIFLPJ,P-192193,a1e4J000000CK4DQAW,a0i4J0000023SOOQA2,NONE,7/8/2021,Nokia,,12/10/2021,,12/10/2021,7/5/2019,,7.0 COMPLETED (10GB),BTWD212101
PX71-SG-CKIJJMM,P-192194,a1e4J000000CK4EQAW,a0i4J0000023SOPQA2,NONE,1/25/2019,Nokia Compact,,7/15/2019,,6/7/2019,7/5/2019,,7.0 COMPLETED (10GB),BTWD206258
PX71-SG-CKIJLGJ,P-192255,a1e4J000000CK4FQAW,a0i4J0000023SPOQA2,NONE,12/3/2018,Nokia Compact,,9/6/2019,,9/6/2019,9/4/2019,,7.0 COMPLETED (10GB),BTWD205962
PX71-SG-CKJEMOJ,P-192256,a1e4J000000CK4GQAW,a0i4J0000023SPPQA2,NONE,,Huawei,,4/24/2019,,4/30/2019,3/29/2019,,7.0 COMPLETED SMEAS 10GB,ONEA47793474
PX71-SG-CKJJNNN,P-192257,a1e4J000000CK4HQAW,a0i4J0000023SPQQA2,,7/19/2019,Nokia Compact,,10/7/2022,,,11/8/2019,,7.0 COMPLETED (10GB),BTWD207391
PX71-SG-CKIIMJK,P-192258,a1e4J000000CK4IQAW,a0i4J0000023SPRQA2,NONE,6/14/2019,Huawei,,7/30/2020,,7/30/2020,5/7/2020,,7.0 COMPLETED (10GB),BTWD207046
PX71-SG-CKIIINO,P-192259,a1e4J000000CK4JQAW,a0i4J0000023SPSQA2,,8/14/2019,Huawei,,3/29/2021,,11/24/2021,9/28/2021,,7.0 COMPLETED (10GB),BTWD207637
PX71-SG-CKIJFMN,P-192260,a1e4J000000CK4KQAW,a0i4J0000023SPTQA2,NONE,5/31/2019,Huawei,,7/29/2021,,3/30/2022,7/5/2019,,7.0 COMPLETED (10GB),BTWD206858
PX71-SG-CKJENJJ,P-192261,a1e4J000000CK4LQAW,a0i4J0000023SPUQA2,NONE,,Huawei,,2/11/2019,,4/2/2019,2/4/2019,,7.0 COMPLETED SMEAS 10GB,ONEA46174108
PX71-SG-CKJEMPM,P-192262,a1e4J000000CK4MQAW,a0i4J0000023SPVQA2,NONE,,Huawei,,4/15/2019,,4/24/2019,2/4/2019,,7.0 COMPLETED SMEAS 10GB,ONEA47196124
PX71-SG-CKIJJKJ,P-192263,a1e4J000000CK4NQAW,a0i4J0000023SPWQA2,NONE,1/29/2019,Huawei,,5/25/2019,,4/29/2019,5/24/2019,,7.0 COMPLETED (10GB),BTWD206260
PX71-SG-CKJJFKJ,P-192264,a1e4J000000CK4OQAW,a0i4J0000023SPXQA2,,11/25/2020,Cisco,,,9/30/2025,,2/4/2019,,3.0 WTG SERVICE CONFIG,BTWD219378
PX71-SG-CKIJKMI,P-192225,a1e4J000000CK4PQAW,a0i4J0000023SOuQAM,NONE,12/4/2018,Nokia Compact,,3/16/2020,,3/16/2020,7/12/2019,,7.0 COMPLETED (10GB),BTWD205977
PX71-SG-CKIJJKQ,P-192226,a1e4J000000CK4QQAW,a0i4J0000023SOvQAM,NONE,7/30/2019,Huawei,,1/15/2020,,1/5/2022,7/5/2019,,8.2 MODIFY WTG O/AGE & GTC CONFIG (LIVE 10GB),BTWD207463
PX71-SG-CKIHNNP,P-192227,a1e4J000000CK4RQAW,a0i4J0000023SOwQAM,,9/20/2019,Nokia Compact,,12/16/2019,,12/16/2019,7/5/2019,,7.0 COMPLETED (10GB),BTWD208091
PX71-SG-CKIIMOI,P-192228,a1e4J000000CK4SQAW,a0i4J0000023SOxQAM,NONE,7/8/2019,Nokia Compact,,12/2/2019,,12/2/2019,5/14/2019,,7.0 COMPLETED (10GB),BTWD207243
PX71-SG-CKIJKML,P-192229,a1e4J000000CK4TQAW,a0i4J0000023SOyQAM,,12/15/2018,Nokia Compact,,3/18/2020,,3/18/2020,7/5/2019,,7.0 COMPLETED (10GB),BTWD206036
PX71-SG-CKIJIGH,P-192230,a1e4J000000CK4UQAW,a0i4J0000023SOzQAM,,4/29/2019,Nokia Compact,,1/23/2020,,1/23/2020,4/16/2019,,7.0 COMPLETED (10GB),BTWD206646
PX71-SG-CKIJGPO,P-192231,a1e4J000000CK4VQAW,a0i4J0000023SP0QAM,NONE,3/21/2019,Nokia Compact,,7/30/2019,,8/10/2022,5/17/2019,,7.0 COMPLETED (10GB),BTWD206495
PX71-SG-CKJEOGL,P-192232,a1e4J000000CK4WQAW,a0i4J0000023SP1QAM,NONE,,Huawei,,6/26/2018,,11/27/2020,3/29/2019,,7.0 COMPLETED SMEAS 10GB,ONEA43743670
PX71-SG-CKJENLH,P-192233,a1e4J000000CK4XQAW,a0i4J0000023SP2QAM,NONE,,Huawei,,6/21/2019,,6/24/2019,11/7/2018,,7.0 COMPLETED SMEAS 10GB,ONEA46057994
PX71-SG-CKJENLH,P-192234,a1e4J000000CK4YQAW,a0i4J0000023SP3QAM,NONE,,,,3/27/2020,,,,,7.0 COMPLETED (10GB),
PX71-SG-CKILJJN,P-192265,a1e4J000000CK4ZQAW,a0i4J0000023SPYQA2,NONE,4/19/2019,Huawei,,8/18/2019,,10/8/2020,9/19/2019,,7.0 COMPLETED (10GB),BTWD206629
PX71-SG-CKILJIP,P-192266,a1e4J000000CK4aQAG,a0i4J0000023SPZQA2,NONE,10/3/2019,Nokia Compact,,12/11/2019,,12/15/2020,7/12/2019,,7.0 COMPLETED (10GB),BTWD208217
PX71-SG-CKIIHHO,P-192267,a1e4J000000CK4bQAG,a0i4J0000023SPaQAM,NONE,9/11/2019,Nokia Compact,,7/2/2020,,8/5/2022,3/22/2019,,7.0 COMPLETED (10GB),BTWD207925
PX71-SG-CKIJIMJ,P-192268,a1e4J000000CK4cQAG,a0i4J0000023SPbQAM,NONE,1/25/2019,Huawei,,11/30/2020,,11/30/2020,7/5/2019,,7.0 COMPLETED (10GB),BTWD206230
PX71-SG-CKIJJMJ,P-192269,a1e4J000000CK4dQAG,a0i4J0000023SPcQAM,NONE,1/19/2019,Huawei,,7/9/2019,,7/9/2019,5/3/2019,,7.0 COMPLETED (10GB),BTWD206197
PX71-SG-CKIIIPO,P-192270,a1e4J000000CK4eQAG,a0i4J0000023SPdQAM,NONE,8/2/2019,Huawei,,3/31/2021,,7/21/2021,5/7/2019,,7.0 COMPLETED (10GB),BTWD207503
PX71-SG-CKIIKLP,P-192271,a1e4J000000CK4fQAG,a0i4J0000023SPeQAM,NONE,6/20/2019,Nokia Compact,,10/24/2019,,10/24/2019,5/3/2019,,7.0 COMPLETED (10GB),BTWD207114
